artist,country,releaseyear
Broods,New Zealand,2014
Carmada,Australia,2014
Kim Churchill,Australia,2014
Jamie T,UK,2014
FKA twigs,UK,2014
DMA'S,Australia,2014
TV On The Radio,USA,2014
Courtney Barnett,Australia,2014
Kendrick Lamar,USA,2014
Chvrches,UK,2014
Caribou,Canada,2014
Kingswood,Australia,2014
Röyksopp,Norway,2014
Andy Bull,Australia,2014
Angus & Julia Stone,Australia,2014
The War On Drugs,USA,2014
clipping.,USA,2014
Jungle,UK,2014
Bring Me The Horizon,UK,2014
The Smith Street Band,Australia,2014
Odd Mob,Australia,2014
Run The Jewels,USA,2014
Röyksopp & Robyn,Norway,2014
Duke Dumont,UK,2014
360,Australia,2014
Highasakite,Norway,2014
Jack White,USA,2014
Rise Against,USA,2014
The Avener,France,2014
Hopium,Australia,2014
British India,Australia,2014
Foo Fighters,USA,2014
Briggs,Australia,2014
DZ Deathrays,Australia,2014
Cold War Kids,USA,2014
One Day,Australia,2014
Thelma Plum,Australia,2014
SAFIA,Australia,2014
Japanese Wallpaper,Australia,2014
Bombay Bicycle Club,UK,2014
Tkay Maidza,Australia,2014
The Rubens,Australia,2015
Kendrick Lamar,USA,2015
Major Lazer,USA,2015
Tame Impala,Australia,2015
Marcus Marr & Chet Faker,Australia,2015
Jarryd James,Australia,2015
Hermitude,Australia,2015
The Weeknd,Canada,2015
Disclosure,UK,2015
Meg Mac,Australia,2015
RÜFÜS,Australia,2015
Duke Dumont,UK,2015
Drake,Canada,2015
Violent Soho,Australia,2015
Vance Joy,Australia,2015
DJ Snake,France,2015
Macklemore & Ryan Lewis,USA,2015
Foals,UK,2015
Gang Of Youths,Australia,2015
L D R U,Australia,2015
SAFIA,Australia,2015
Flume,Australia,2015
The Amity Affliction,Australia,2015
Jamie xx,UK,2015
Vallis Alps,Australia,2015
The Wombats,UK,2015
Peking Duk,Australia,2015
Chvrches,UK,2015
Urthboy,Australia,2015
Snakehips,UK,2015
Florence + The Machine,UK,2015
Illy,Australia,2015
Claptone,Germany,2015
Halsey,USA,2015
Courtney Barnett,Australia,2015
Hayden James,Australia,2015
Bring Me The Horizon,UK,2015
The Chemical Brothers,UK,2015
Asta,Australia,2015
Parkway Drive,Australia,2015
San Cisco,Australia,2015
BOO SEEKA,Australia,2015
Ratatat,USA,2015
Matt Corby,Australia,2015
ZHU x Skrillex x THEY.,USA,2015
Unknown Mortal Orchestra,New Zealand,2015
Sia,Australia,2015
Alpine,Australia,2015
Alison Wonderland,Australia,2015
MØ,Denmark,2015
Boy & Bear,Australia,2015
A$AP Rocky,USA,2015
Alabama Shakes,USA,2015
Tkay Maidza,Australia,2015
Skepta,UK,2015
Japanese Wallpaper,Australia,2015
Grimes,Canada,2015
Birds Of Tokyo,Australia,2015
Ngaiire,Australia,2015
British India,Australia,2015
DMA'S,Australia,2015
Jack Garratt,UK,2015
The Cat Empire,Australia,2015
Tuka,Australia,2015
Flight Facilities,Australia,2015
Sticky Fingers,Australia,2015
Purity Ring,Canada,2015
The Bennies,Australia,2015
Lana Del Rey,USA,2015
What So Not,Australia,2015
Golden Features,Australia,2015
Jai Wolf,USA,2015
Rudimental,UK,2015
Methyl Ethel,Australia,2015
Seth Sentry,Australia,2015
Flume,Australia,2016
Amy Shark,Australia,2016
Tash Sultana,Australia,2016
Hilltop Hoods,Australia,2016
Childish Gambino,USA,2016
DMA'S,Australia,2016
Illy,Australia,2016
Peking Duk,Australia,2016
The Weeknd,Canada,2016
Pnau,Australia,2016
Milky Chance,Germany,2016
Mura Masa,UK,2016
Violent Soho,Australia,2016
Miike Snow,Sweden,2016
A.B. Original,Australia,2016
Big Scary,Australia,2016
Chance The Rapper,USA,2016
Catfish And The Bottlemen,UK,2016
The xx,UK,2016
The Smith Street Band,Australia,2016
Kanye West,USA,2016
Cub Sport,Australia,2016
Montaigne,Australia,2016
SAFIA,Australia,2016
Gretta Ray,Australia,2016
The Avalanches,Australia,2016
Sticky Fingers,Australia,2016
RÜFÜS,Australia,2016
Drake,Canada,2016
Dune Rats,Australia,2016
Client Liaison,Australia,2016
Glass Animals,UK,2016
Kid Cudi,USA,2016
Broods,New Zealand,2016
MØ,Denmark,2016
D.D Dumbo,Australia,2016
Mac Miller,USA,2016
Kingswood,Australia,2016
Gang Of Youths,Australia,2016
Halsey,USA,2016
Blink-182,USA,2016
Paces,Australia,2016
Ali Barter,Australia,2016
Frank Ocean,USA,2016
Sofi Tukker,USA,2016
King Gizzard & The Lizard Wizard,Australia,2016
DOPE LEMON,Australia,2016
Maggie Rogers,USA,2016
The Amity Affliction,Australia,2016
Beyoncé,USA,2016
L D R U,Australia,2016
Golden Features,Australia,2016
Camp Cope,Australia,2016
Vera Blue,Australia,2016
Radiohead,UK,2016
Banks,USA,2016
Desiigner,USA,2016
Thundamentals,Australia,2016
Tkay Maidza,Australia,2016
Bliss N Eso,Australia,2016
Luca Brasi,Australia,2016
Empire Of The Sun,Australia,2016
Vallis Alps,Australia,2016
Elk Road,Australia,2016
Alex Lahey,Australia,2016
Birds Of Tokyo,Australia,2016
Kendrick Lamar,USA,2017
Gang Of Youths,Australia,2017
Angus & Julia Stone,Australia,2017
Methyl Ethel,Australia,2017
Lorde,New Zealand,2017
PNAU,Australia,2017
Thundamentals,Australia,2017
Vance Joy,Australia,2017
BROCKHAMPTON,USA,2017
Peking Duk & AlunaGeorge,Australia,2017
Khalid,USA,2017
Vera Blue,Australia,2017
The Jungle Giants,Australia,2017
Baker Boy,Australia,2017
Ball Park Music,Australia,2017
The Killers,USA,2017
Peking Duk,Australia,2017
The Smith Street Band,Australia,2017
The Wombats,UK,2017
Alex The Astronaut,Australia,2017
Post Malone,USA,2017
Amy Shark,Australia,2017
Portugal. The Man,USA,2017
Winston Surfshirt,Australia,2017
Tash Sultana,Australia,2017
Meg Mac,Australia,2017
Touch Sensitive,Australia,2017
Hayden James,Australia,2017
Angie McMahon,Australia,2017
Drake,Canada,2017
Alex Lahey,Australia,2017
Calvin Harris,UK,2017
Billie Eilish,USA,2017
Skegss,Australia,2017
Holy Holy,Australia,2017
CamelPhat & Elderbrook,UK,2017
Allday,Australia,2017
Mallrat,Australia,2017
HAIM,USA,2017
Ocean Alley,Australia,2017
Big Shaq,UK,2017
Macklemore,USA,2017
Bliss N Eso,Australia,2017
Hockey Dad,Australia,2017
Dune Rats,Australia,2017
Odette,Australia,2017
Camp Cope,Australia,2017
Charli XCX,UK,2017
E^ST,Australia,2017
Jack River,Australia,2017
Arcade Fire,Canada,2017
N.E.R.D. & Rihanna,USA,2017
DZ Deathrays,Australia,2017
Kingswood,Australia,2017
Yungblud,UK,2017
Nothing But Thieves,UK,2017
alt-J,UK,2017
King Gizzard & The Lizard Wizard,Australia,2017
Lil Uzi Vert,USA,2017
The Rubens,Australia,2017
San Cisco,Australia,2017
The xx,UK,2017
Logic,USA,2017
Vallis Alps,Australia,2017
Boo Seeka,Australia,2017
Queens Of The Stone Age,USA,2017
Paul Dempsey,Australia,2017
DMA'S,Australia,2017
Flume,Australia,2017
Stormzy,UK,2017
The Presets,Australia,2017
Kim Churchill,Australia,2017
Future,USA,2017
Cub Sport,Australia,2017
Flight Facilities,Australia,2017
Snakehips & M&Oslash;,UK,2017
Ocean Alley,Australia,2018
FISHER,Australia,2018
Travis Scott,USA,2018
Childish Gambino,USA,2018
Amy Shark,Australia,2018
Dean Lewis,Australia,2018
Mallrat,Australia,2018
Billie Eilish,USA,2018
Ruby Fields,Australia,2018
Skegss,Australia,2018
A$AP Rocky,USA,2018
Wafia,Australia,2018
Hayden James,Australia,2018
Hockey Dad,Australia,2018
Broods,New Zealand,2018
KIAN,Australia,2018
The Rubens,Australia,2018
RÃœFÃœS DU SOL,Australia,2018
Hilltop Hoods,Australia,2018
Thundamentals,Australia,2018
Vera Blue,Australia,2018
Post Malone & Swae Lee,USA,2018
Kendrick Lamar & SZA,USA,2018
Peking Duk,Australia,2018
Cub Sport,Australia,2018
Alison Wonderland,Australia,2018
Post Malone,USA,2018
King Princess,USA,2018
Mac Miller,USA,2018
Ziggy Alberts,Australia,2018
G Flip,Australia,2018
Drake,Canada,2018
DMA'S,Australia,2018
Bring Me The Horizon,UK,2018
DZ Deathrays,Australia,2018
San Cisco,Australia,2018
Angie McMahon,Australia,2018
Baker Boy,Australia,2018
Khalid,USA,2018
Vance Joy,Australia,2018
Halsey,USA,2018
The Presets,Australia,2018
Bene,New Zealand,2018
Meg Mac,Australia,2018
Middle Kids,Australia,2018
Methyl Ethel,Australia,2018
Flight Facilities,Australia,2018
Anderson .Paak,USA,2018
benny blanco,USA,2018
The Wombats,UK,2018
Nothing But Thieves,UK,2018
Kira Puru,Australia,2018
Polish Club,Australia,2018
CHVRCHES,UK,2018
Thelma Plum,Australia,2018
Mark Ronson,UK,2018
Jack River,Australia,2018
Florence + The Machine,UK,2018
BROCKHAMPTON,USA,2018
Tash Sultana,Australia,2018
Lime Cordiale,Australia,2018
Ruel,Australia,2018
WAAX,Australia,2018
Trophy Eyes,Australia,2018
The Amity Affliction,Australia,2018
Arctic Monkeys,UK,2018
Odette,Australia,2018
Kanye West,USA,2018
YUNGBLUD,UK,2018
Billie Eilish,USA,NA
Flume,Australia,NA
Mallrat,Australia,NA
Tones and I,Australia,NA
Denzel Curry,USA,NA
G Flip,Australia,NA
Lime Cordiale,Australia,NA
The Jungle Giants,Australia,NA
Thelma Plum,Australia,NA
Hilltop Hoods,Australia,NA
Post Malone,USA,NA
FIDLAR,USA,NA
Sofi Tukker,USA,NA
Tame Impala,Australia,NA
BENEE,New Zealand,NA
DMA'S,Australia,NA
The Chats,Australia,NA
Ruel,Australia,NA
"Tyler, The Creator",USA,NA
Ocean Alley,Australia,NA
Stormzy,UK,NA
Lizzo,USA,NA
MEDUZA,Italy,NA
Skegss,Australia,NA
Dom Dolla,Australia,NA
Glass Animals,UK,NA
PNAU,Australia,NA
Duke Dumont,UK,NA
Catfish and the Bottlemen,UK,NA
Halsey,USA,NA
Travis Scott,USA,NA
Juice WRLD,USA,NA
Baker Boy,Australia,NA
Dean Lewis,Australia,NA
BROCKHAMPTON,USA,NA
Ziggy Alberts,Australia,NA
Holy Holy,Australia,NA
FISHER,Australia,NA
Khalid,USA,NA
J. Cole,USA,NA
Slowly Slowly,Australia,NA
Mallrat x Basenji,Australia,NA
Hockey Dad,Australia,NA
Bakar,UK,NA
George Alice,Australia,NA
Illy,Australia,NA
Violent Soho,Australia,NA
E^ST,Australia,NA
The Weeknd,Canada,NA
Angie McMahon,Australia,NA
Cub Sport,Australia,NA
Hayden James and NAATIONS,Australia,NA
Golden Features x The Presets,Australia,NA
Meg Mac,Australia,NA
Spacey Jane,Australia,NA
Peking Duk & Jack River,Australia,NA
Alex Lahey,Australia,NA
DOPE LEMON,Australia,NA
Lana Del Rey,USA,NA
Slipknot,USA,NA
Kanye West,USA,NA
Meduza x Becky Hill x Goodboys,Italy,NA
Sampa the Great,Australia,NA
Client Liaison,Australia,NA
Allday,Australia,NA
Adrian Eagle,Australia,NA
Bring Me The Horizon,UK,NA
San Cisco,Australia,NA
Cosmo's Midnight,Australia,NA
Dune Rats,Australia,NA
RÜFÜS DU SOL,Australia,2015
Gang of Youths,Australia,2015
Nick Murphy / Chet Faker,Australia,2014
Gang of Youths,Australia,2017
M83,USA,2011
JAY-Z & Kanye West,USA,2011
Of Monsters and Men,Iceland,2012
Avicii,Sweden,2011
Arctic Monkeys,UK,2010
Florence + The Machine,UK,2011
"Macklemore & Ryan Lewis, Wanz",USA,2012
RÜFÜS DU SOL,Australia,2016
Azealia Banks,USA,2012
Flume & Nick Murphy / Chet Faker,Australia,2013
Catfish and the Bottlemen,UK,2016
Billie Eilish,USA,2019
Robyn,Sweden,2010
Mallrat,Australia,2019
Ruel,Australia,2019
J. Cole,USA,2014
Rex Orange County,UK,2017
Adele,UK,2010
BENEE,New Zealand,2020
Hockey Dad,Australia,2020
Joji,Japan/USA,2020
Stormzy,UK,2020
Illy,Australia,2020
Aitch x AJ Tracey,UK,2020
Internet Money,USA,2020
Thelma Plum,Australia,2020
Bugs,Australia,2020
Billie Eilish,USA,2020
The Jungle Giants,Australia,2020
BRONSON,Australia/USA,2020
Teenage Joans,Australia,2020
Drake,Canada,2020
Dune Rats,Australia,2020
Dominic Fike,USA,2020
Cosmo's Midnight & Ruel,Australia,2020
The Chats,Australia,2020
Spacey Jane,Australia,2020
FISHER,Australia,2020
G Flip,Australia,2020
Sofi Tukker & Gorgon City,USA/UK,2020
London Grammar,UK,2020
Remi Wolf,USA,2020
LAUREL,UK,2020
Genesis Owusu,Australia,2020
Ocean Alley,Australia,2020
Bring Me The Horizon & YUNGBLUD,UK,2020
Chet Faker,Australia,2020
Hope D,Australia,2020
Vera Blue,Australia,2020
Doja Cat,USA,2020
Skegss,Australia,2020
Amy Shark,Australia,2020
The Amity Affliction,Australia,2020
Ball Park Music,Australia,2020
Ruby Fields,Australia,2020
The Kid LAROI,Australia,2020
Tones And I,Australia,2020
Beddy Rays,Australia,2020
San Cisco,Australia,2020
Alex the Astronaut,Australia,2020
Eiffel 65,Italy/Australia,2020
The Weeknd,Canada,2020
DMA'S,Australia,2020
Glass Animals,UK,2020
Peking Duk & The Wombats,Australia/UK,2020
Juice WRLD,USA,2020
Headie One,UK,2020
Architects,UK,2020
Tash Sultana,Australia,2020
Ruel,Australia,2020
Ziggy Alberts,Australia,2020
Jack Harlow,USA,2020
The Smith Street Band,Australia,2020
Bring Me The Horizon,UK,2020
Machine Gun Kelly,USA,2020
The Avalanches,Australia,2020
Tame Impala,Australia,2020
Birdz,Australia,2020
Sycco,Australia,2020
Lime Cordiale,Australia,2020
Mac Miller,USA,2020
Eves Karydas,Australia,2020
Stace Cadet & KLP,Australia,2020
Halsey,USA,2020
Mallrat,Australia,2020
Mashd N Kutcher,Australia,2020
Hilltop Hoods,Australia,2020
Cardi B,USA,2020
Flume,Australia,2020
Holy Holy,Australia,2021
Ziggy Ramo,Australia,2021
Adam Newling,Australia,2021
Kanye West,USA,2021
Client Liaison,Australia,2021
alt-J,UK,2021
Tyne-James Organ,Australia,2021
Baby Keem,USA,2021
Slowly Slowly,Australia,2021
Telenova,Australia,2021
Hayden James,Australia,2021
Jungle,UK,2021
Baker Boy,Australia,2021
FISHER,Australia,2021
The Buoys,Australia,2021
Teenage Joans,Australia,2021
Doja Cat & The Weeknd,USA/Canada,2021
Lorde,New Zealand,2021
Billie Eilish,USA,2021
Dave,UK,2021
SZA,USA,2021
"Tyler, The Creator",USA,2021
The Terrys,Australia,2021
Genesis Owusu,Australia,2021
Tones And I,Australia,2021
Lizzo,USA,2021
Vera Blue,Australia,2021
Halsey,USA,2021
The Amity Affliction,Australia,2021
Sly Withers,Australia,2021
The Jungle Giants,Australia,2021
Olivia Rodrigo,USA,2021
Tame Impala,Australia,2021
Luude,Australia,2021
G Flip,Australia,2021
Lana Del Rey,USA,2021
Dom Dolla,Australia,2021
Machine Gun Kelly,USA,2021
Ruby Fields,Australia,2021
Gang of Youths,Australia,2021
King Stingray,Australia,2021
Skegss,Australia,2021
Ocean Alley,Australia,2021
The Weeknd,Canada,2021
Cardi B,USA,2021
The Rions,Australia,2021
Dune Rats,Australia,2021
ACRAZE,USA,2021
"Bruno Mars, Anderson .Paak & Silk Sonic",USA,2021
Wet Leg,UK,2021
Bring Me The Horizon,UK,2021
Peking Duk,Australia,2021
Lime Cordiale & Idris Elba,Australia/UK,2021
girl in red,Norway,2021
Middle Kids,Australia,2021
The Rubens,Australia,2021
Doja Cat,USA,2021
WILLOW,USA,2021
Peach PRC,Australia,2021
The Wombats,UK,2021
Spacey Jane,Australia,2021
Lil Nas X,USA,2021
Amyl and The Sniffers,Australia,2021
DOPE LEMON,Australia,2021
RÜFÜS DU SOL,Australia,2021
bbno$,Canada,2021
Glass Animals,UK,2021
Ball Park Music,Australia,2021
Tom Cardy,Australia,2021
Sam Fender,UK,2021
Vance Joy,Australia,2021
Lil Nas X & Jack Harlow,USA,2021
Gang Of Youths,Australia,2021
The Kid LAROI & Justin Bieber,Australia/Canada,2021
The Wiggles,Australia,2021
Flume [Ft. MAY-A],Australia,2022
Eliza Rose & Interplanetary Criminal,UK,2022
Spacey Jane,Australia,2022
Steve Lacy,USA,2022
Lizzo,USA,2022
Ball Park Music,Australia,2022
Gang Of Youths,Australia,2022
Joji,Japan,2022
G Flip [Ft. Lauren Sanderson],Australia/USA,2022
Jack Harlow,USA,2022
Gorillaz [Ft. Tame Impala/Bootie Brown],UK/Australia/USA,2022
Fred again..,UK,2022
Lime Cordiale,Australia,2022
Peach PRC,Australia,2022
Genesis Owusu,Ghana/Australia,2022
Fred again.. & Swedish House Mafia [Ft. Future],UK/Sweden/USA,2022
Skegss,Australia,2022
SZA,USA,2022
Thelma Plum,Australia,2022
Doja Cat,USA,2022
Dune Rats,Australia,2022
Beyoncé,USA,2022
King Stingray,Australia,2022
Luude & Mattafix,Australia/UK,2022
Vance Joy,Australia,2022
Flume [Ft. Toro y Moi],Australia/USA,2022
Baker Boy [Ft. Bernard Fanning],Australia,2022
Billie Eilish,USA,2022
The Kid LAROI,Australia,2022
Dom Dolla [Ft. Clementine Douglas],Australia/UK,2022
Bring Me The Horizon,UK,2022
Central Cee,UK,2022
Kendrick Lamar,USA,2022
Drake & 21 Savage,Canada/UK,2022
Paramore,USA,2022
Sycco,Australia/USA,2022
Ruel,UK/Australia,2022
FISHER & Shermanology,Australia/Netherlands,2022
Lil Nas X,USA,2022
Flume,Australia,2022
Post Malone,USA,2022
Skin On Skin,Australia,2022
The Chats,Australia,2022
Hilltop Hoods [Ft. Montaigne/Tom Thum],Australia,2022
Teen Jesus and the Jean Teasers,Australia,2022
Ocean Alley,Australia,2022
Pacific Avenue,Australia,2022
The 1975,UK,2022
venbee x goddard.,UK,2022
Teenage Dads,Australia,2022
The Rions,Australia,2022
RAYE [Ft. 070 Shake],UK/USA,2022
FISHER [Ft. MERYLL],Australia/Netherlands,2022
Machine Gun Kelly [Ft. Bring Me The Horizon],USA/UK,2022
Amy Shark,Australia,2022
Hilltop Hoods [Ft. Eamon],Australia/USA,2022
Tame Impala,Australia,2022
Tate McRae,Canada,2022
Drake [Ft. 21 Savage],Canada/UK,2022
Arctic Monkeys,UK,2022
Violent Soho,Australia,2022
Denzel Curry,USA,2022
BENEE,New Zealand,2022
The Wombats,UK,2022
Beddy Rays,Australia,2022
DMA'S,Australia,2022
Parkway Drive,Australia,2022
The Amity Affliction,Australia,2022
The Smith Street Band,Australia,2022
Florence + The Machine,UK,2022
Sam Fender,UK,2022
Lime Cordiale & Idris Elba,UK,2022
Omar Apollo,USA,2022
G Flip,Australia,2022
Yung Gravy,USA,2022
MEDUZA x James Carter [Ft. Elley Duhé/Fastboy],Italy/UK/US/Germany,2022
Phoebe Bridgers,USA,2022
Denzel Curry,USA,2019
Lime Cordiale,Australia,2019
A.B. Original [Ft. Paul Kelly/Dan Sultan],Australia,2016
Alex Lahey,Australia,2019
Paces [Ft. Guy Sebastian],Australia,2016
Flume [Ft. Toro y Moi],Australia,2022
Beddy Rays,Australia,2021
The Herd,Australia,2012
Skegss,Australia,2019
YUNGBLUD & Halsey,UK/USA,2019
Arctic Monkeys,UK,2014
Childish Gambino,USA,2015
Triple One,Australia,2021
CHVRCHES,UK,2014
Dear Seattle,Australia,2019
The Vanns,Australia,2020
Catfish And The Bottlemen,UK,2015
Cub Sport,Australia,2019
The Terrys,Australia,2022
Camp Cope,Australia,2022
Gang of Youths,Australia,2022
Allday [Ft. The Veronicas],Australia,2019
Missy Higgins,Australia,2012
Something for Kate,Australia,2013
Baker Boy,Australia,2022
Dave Winnel,Australia,2022
AURORA,Norway,2017
Polaris,Australia,2020
Hilltop Hoods,Australia,2019
Sarah Blasko,Australia,2016
Hockey Dad [Ft. Hatchie],Australia,2019
Matt Corby,Australia,2016
Flume [Ft. Kučka/Vera Blue/Ngaiire/Vince Staples],Australia/USA,2016
Glass Animals,UK,2022
Angie McMahon,Australia,2019
Ruby Fields,Australia,2019
Something For Kate,Australia,2021
Confidence Man,Australia,2022
Bad//Dreems [Ft. Peter Garrett/Mambali/Emily Wurramara],Australia,2019
Art vs Science,Australia,2015
CXLOE,Australia,2020
Stella Donnelly,Australia,2020
JK-47,Australia,2021
Angus & Julia Stone,Australia,2018
Slowly Slowly,Australia,2019
Julia Jacklin,Australia,2017
Tove Lo,Sweden,2022
Gretta Ray,Australia,2021
AURORA,Norway,2019
Ocean Grove,Australia,2021
Tones And I,Australia,2019
Wet Leg,UK,2022
grentperez,Australia,2022
Boy & Bear [Ft. Annie Hamilton],Australia,2021
Stand Atlantic,Australia,2020
Northeast Party House,Australia,2017
George Alice,Australia,2022
Doja Cat,USA,2023
G Flip,Australia,2023
Dom Dolla,Australia,2023
MK & Dom Dolla,USA/Australia,2023
cassö x RAYE x D-Block Europe,UK,2023
Fred again.. & Obongjayar,UK/Nigeria,2023
Billie Eilish,USA,2023
Troye Sivan,Australia,2023
Jack Harlow,USA,2023
Post Malone,USA,2023
Olivia Rodrigo,USA,2023
"Skrillex, Fred Again.. & Flowdan",USA/UK,2023
SZA,USA,2023
FISHER x Kita Alexander,Australia,2023
Peggy Gou,South Korea,2023
Dave & Central Cee,UK,2023
Jungle,UK,2023
Dom Dolla & Nelly Furtado,Australia/Canada,2023
Budjerah,Australia,2023
Spacey Jane,Australia,2023
Tate McRae,Canada,2023
FISHER x Aatig,Australia/Latvia,2023
Drake,Canada/USA,2023
Lime Cordiale,Australia,2023
Dua Lipa,UK,2023
Lana Del Rey,USA,2023
boygenius,USA,2023
Fred again.. x Skrillex x Four Tet,UK/USA,2023
PinkPantheress & Ice Spice,UK/USA,2023
Hilltop Hoods,Australia,2023
The Rions,Australia,2023
BENEE,New Zealand,2023
"The Weeknd, Playboy Carti & Madonna",Canada/USA,2023
Mitski,USA/Japan,2023
Hockey Dad,Australia,2023
Kenya Grace,UK/South Africa,2023
Old Mervs,Australia,2023
Kylie Minogue,Australia,2023
Fred again.. & Jozzy,UK/USA,2023
Teen Jesus and the Jean Teasers,Australia,2023
King Stingray,Australia,2023
blink-182,USA,2023
Thelma Plum,Australia,2023
Bring Me The Horizon,UK,2023
Pacific Avenue,Australia,2023
The Kid LAROI,Australia,2023
"Tyler, The Creator",USA,2023
Peach PRC,Australia,2023
Peking Duk,Australia,2023
Nicki Minaj & Ice Spice,Trinidad and Tobago/USA/Denmark,2023
Angie McMahon,Australia,2023
Genesis Owusu,Australia/Ghana,2023
DICE,Australia,2023
Tyla,South Africa,2023
Teenage Dads,Australia,2023
Royel Otis,Australia,2023
Ruel,UK/Australia,2023
Sleep Token,UK,2023
The Jungle Giants,Australia,2023
beabadoobee,Philippines/UK,2023
Labrinth,UK,2023
Skrillex & Boys Noize,UK/Germany,2023
The Last Dinner Party,UK,2023
Polaris,Australia,2023
The Terrys,Australia,2023
MAY-A,Australia,2023
Nothing But Thieves,UK,2023
Chillinit,Australia,2023
Slowly Slowly,Australia,2023
Maisie Peters,UK,2023
Chappell Roan,USA,2024
Royel Otis,Australia,2024
Billie Eilish,USA,2024
Lola Young,UK,2024
Gracie Abrams,USA,2024
Charli XCX & Billie Eilish,UK/USA,2024
Dom Dolla,Australia,2024
Kendrick Lamar,USA,2024
G Flip,Australia,2024
Fred again.. & Baby Keem,UK/USA,2024
Addison Rae,USA,2024
"Fred again.., Anderson .Paak, CHIKA",UK/USA,2024
Chase & Status x Stormzy,UK,2024
Dom Dolla & Tove Lo,Australia/Sweden,2024
Ocean Alley,Australia,2024
Gigi Perez,USA,2024
Spacey Jane,Australia,2024
Shaboozey,USA,2024
Charli XCX,UK,2024
Artemas,UK,2024
The Kid LAROI,Australia,2024
Dominic Fike,USA,2024
Post Malone,USA,2024
Charli XCX & Lorde,UK/New Zealand,2024
SZA,USA,2024
"Tyler, The Creator",USA,2024
Charli XCX & Troye Sivan,UK/Australia,2024
Amyl and The Sniffers,Australia,2024
Olivia Rodrigo,USA,2024
Old Mervs,Australia,2024
Tommy Richman,USA,2024
Tate McRae,Canada,2024
Doechii,USA,2024
Ball Park Music,Australia,2024
The Rions,Australia,2024
Fontaines D.C.,Ireland,2024
Clairo,USA,2024
Good Neighbours,UK,2024
Bring Me The Horizon,UK,2024
Noah Kahan,USA,2024
RÜFÜS DU SOL,Australia,2024
Lime Cordiale,Australia,2024
nimino,UK,2024
Beyoncé,USA,2024
Dua Lipa,UK,2024
Childish Gambino,USA,2024
Missy Higgins,Australia,2024
Diffrent,Germany,2024
Jungle,UK,2024
Disclosure,UK,2024
Glass Animals,UK,2024
bbno$,Canada,2024
Wallows,USA,2024
Pacific Avenue,Australia,2024
The Last Dinner Party,UK,2024
The Rubens,Australia,2024
BABYMETAL & Electric Callboy,Japan/Germany,2024
Sam Fender,UK,2024
The Weeknd,Canada,2024
FISHER x Flowdan,Australia/UK,2024
Central Cee,UK,2024
FISHER & AR/CO,Australia/UK,2024
21 Savage,USA/UK,2024
Effy & Mall Grab,UK/Australia,2024
"Future, Metro Boomin, Travis Scott & Playboi Carti",USA,2024
INXS,Australia,1987
The Veronicas,Australia,2007
Cold Chisel,Australia,1984
Paul Kelly,Australia,1997
The Angels,Australia,1978
John Farnham,Australia,1986
Men At Work,Australia,1981
Paul Kelly & The Messengers,Australia,1987
Empire Of The Sun,Australia,2009
Kylie Minogue,Australia,2001
Daryl Braithwaite,Australia,1990
AC/DC,Australia,1979
Natalie Imbruglia,Australia,1998
ICEHOUSE,Australia,1982
Crowded House,Australia,1988
Australian Crawl,Australia,1983
Goanna,Australia,1982
Thelma Plum,Australia,2019
Divinyls,Australia,1990
Jimmy Barnes,Australia,1985
Redgum,Australia,1983
Crowded House,Australia,1991
The Veronicas,Australia,2005
Empire Of The Sun,Australia,2008
The Go-Betweens,Australia,1988
ICEHOUSE,Australia,1987
Stevie Wright,Australia,1974
Savage Garden,Australia,1997
Midnight Oil,Australia,1990
The Screaming Jets,Australia,1991
